Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Used_car_price,Brand,Model,Original_cost,Car_age
Hyderabad,61000,Petrol,Automatic,Second,10.8,2497,215,5,11,bmw,5,67.24571429,15
Pune,85046,Petrol,Manual,Second,18.06,1198,75,5,2.3,nissan,micra,8.59,13
Delhi,48000,Diesel,Automatic,First,16.36,2179,187.7,5,26.5,jaguar,xf,72.64,9
Bangalore,55000,Diesel,Automatic,First,10.2,4367,308,7,67,land,rover,104.102,12
Mumbai,4000,Petrol,Automatic,First,16,1368,160,5,17.75,jeep,compass,23.68,6
Delhi,94000,Petrol,Automatic,Second,10.1,2354,152,5,4.8,honda,cr-v,11.79582001,13
Coimbatore,61110,Petrol,Manual,First,18.6,1197,85.8,5,4.57,maruti,swift,7.56375,10
Chennai,80000,Diesel,Manual,First,24.4,1120,71,5,3.5,hyundai,xcent,8.274,7
Kochi,43190,Diesel,Manual,First,19.01,1461,108.5,5,7.61,nissan,terrano,15.855,8
Hyderabad,45000,Diesel,Automatic,First,18.25,1968,187.74,5,25,audi,a4,55.61,8
Coimbatore,44178,Petrol,Manual,First,18.9,1197,82,5,5.88,hyundai,grand,7.2952,7
Hyderabad,84415,Diesel,Manual,First,12.99,2494,100.6,8,13.5,toyota,innova,23.61366667,8
Kolkata,35000,Petrol,Manual,First,18.5,1197,80,5,4.6,hyundai,i20,9.74,8
Kolkata,44000,Diesel,Manual,First,22.77,1498,98.59,5,4.9,ford,ecosport,12.10909091,10
Hyderabad,67635,Petrol,Manual,First,17,1497,118,5,5.25,honda,city,14.63571429,11
Coimbatore,18385,Petrol,Automatic,First,14.8,1497,121.36,5,12.41,ford,ecosport,14.1,5
Kolkata,35000,Diesel,Manual,First,22.07,1199,73.9,5,3.8,volkswagen,polo,9.71375,9
Mumbai,49000,Diesel,Automatic,First,19.27,2143,170,5,8.95,mercedes-benz,new,49.49,13
Hyderabad,69000,Diesel,Manual,First,22.7,1498,89.84,5,7.2,ford,ecosport,12.10909091,10
Hyderabad,23228,Petrol,Manual,First,14.4,1396,65,5,4.5,tata,indigo,10.75306548,6
Delhi,68462,Diesel,Manual,First,26.59,1248,74,5,4.15,maruti,swift,7.56375,9
Coimbatore,74611,Diesel,Manual,First,25.1,1248,88.5,5,7.94,maruti,s-cross,13.26,7
Pune,90000,Diesel,Manual,First,19.01,1461,108.45,5,7.25,renault,duster,13.87,9
Delhi,22000,Petrol,Manual,First,18.9,998,67.1,5,3.7,maruti,wagon,5.39,7
Hyderabad,58163,Petrol,Manual,First,0,1086,62,5,2.45,hyundai,santro,11.28145047,13
Delhi,13363,Diesel,Manual,First,16,1997,140,7,12,mahindra,xuv500,18.865,6
Delhi,51000,Petrol,Manual,Second,19.81,1086,68.05,5,2.2,hyundai,i10,11.28145047,11
Hyderabad,103000,Diesel,Manual,First,13.93,2179,138,7,3.6,tata,new,10.75306548,16
Kolkata,43002,Petrol,Manual,First,20.36,1197,78.9,5,1.92,hyundai,i10,11.28145047,14
Bangalore,108000,Diesel,Automatic,First,11.36,2755,171.5,7,20.5,toyota,innova,28.05,7
Jaipur,82407,Diesel,Manual,First,17.5,1896,106,5,4.25,skoda,laura,25.2041791,13
Kolkata,29000,Petrol,Manual,First,18.9,1197,82,5,3.2,hyundai,grand,7.2952,10
Pune,225000,Diesel,Manual,Second,23.59,1364,130.0291489,5,2.6,toyota,etios,7.432,11
Kolkata,45000,Diesel,Manual,First,23.4,1248,74,5,3.85,maruti,swift,7.56375,9
Kochi,93401,Diesel,Manual,First,23,1396,90,5,3.48,hyundai,i20,9.74,13
Hyderabad,95802,Diesel,Manual,Second,25.83,1498,99,5,4.55,ford,figo,7.65,6
Pune,130000,Diesel,Manual,First,25.47,1248,88.5,7,7,maruti,ertiga,11.27,7
Ahmedabad,67443,Diesel,Manual,First,20.77,1248,88.8,7,5.75,maruti,ertiga,11.61857143,10
Kochi,47681,Petrol,Automatic,First,16.8,1497,116.3,5,8.73,honda,city,14.63571429,7
Hyderabad,35000,Petrol,Manual,First,19.7,796,46.3,5,1.7,maruti,alto,4.53,14
Hyderabad,68000,Diesel,Automatic,First,10.91,3198,197,7,29.5,ford,endeavour,35.29,7
Kochi,34688,Diesel,Manual,First,24.3,1248,88.5,5,10.49,maruti,vitara,11.2,4
Kolkata,10512,Petrol,Automatic,First,8.6,2706,265,2,64,porsche,boxster,136,8
Pune,58000,Diesel,Manual,First,22.9,1248,74,5,7.55,maruti,swift,7.56375,7
Mumbai,40000,Petrol,Manual,First,17.57,1193,88.7,5,3.95,tata,zest,8.56,9
Bangalore,61000,Petrol,Manual,Fourth & Above,17,1197,80,5,3.25,hyundai,i20,9.74,13
Mumbai,86000,Diesel,Manual,First,19.4,1422,70,5,2.75,skoda,fabia,25.2041791,14
Kolkata,45000,Diesel,Manual,First,21.43,1364,87.2,5,7.35,toyota,corolla,20.97,8
Ahmedabad,55000,Petrol,Manual,First,17,1198,73.75,5,4.7,volkswagen,ameo,9.262,6
Kochi,36855,Petrol,Manual,Second,15.29,1591,121.3,5,8.77,hyundai,creta,15.19333333,7
Kochi,46821,Petrol,Manual,First,20.36,1197,78.9,5,3.42,hyundai,i10,11.28145047,10
Kolkata,29000,Diesel,Automatic,First,14.74,2993,270.9,5,20,jaguar,xf,72.64,11
Mumbai,40000,Petrol,Manual,First,13.24,1598,102.5,5,5.25,nissan,terrano,15.855,9
Delhi,60000,Diesel,Automatic,Second,15.73,1968,174.33,5,14.5,audi,q3,46.42,10
Mumbai,64984,Petrol,Automatic,First,16.95,1197,78.9,5,3.45,hyundai,i10,11.28145047,12
Pune,73204,Petrol,Automatic,First,24.07,998,67.1,5,3.3,maruti,alto,4.53,8
Bangalore,50000,Diesel,Automatic,First,11.33,4134,335.2,7,51,audi,q7,99.79333333,9
Kolkata,35000,Diesel,Manual,First,24.3,1248,88.5,5,6.5,maruti,vitara,9.46,6
Hyderabad,17729,Petrol,Manual,First,21.1,814,55.2,5,3.65,hyundai,eon,11.28145047,10
Chennai,97000,Diesel,Manual,First,20,1497,115,5,7.25,mahindra,xuv300,12.79,11
Kochi,89614,Diesel,Manual,First,22,1582,126.2,5,6.01,hyundai,verna,15.57,9
Kolkata,14000,Petrol,Manual,First,18.9,998,67.1,5,2.8,maruti,wagon,5.39,8
Chennai,50000,Petrol,Manual,First,17,1197,80,5,4,hyundai,i20,9.74,11
Delhi,62505,Petrol,Manual,First,17.4,1497,117.3,5,5.95,honda,city,14.63571429,9
Chennai,248000,Diesel,Manual,Second,12.8,2494,102,7,9.2,toyota,innova,23.61366667,12
Pune,94900,Diesel,Manual,First,16.8,1493,110,5,5.35,hyundai,verna,14.254,11
Delhi,55000,Diesel,Manual,First,17.6,2179,153.86,7,12,tata,hexa,19.86,6
Coimbatore,53735,Diesel,Automatic,Second,12.07,2967,241.4,7,38.94,audi,q7,99.79333333,8
Coimbatore,53934,Petrol,Manual,Second,18.9,998,67.1,5,2.69,maruti,wagon,5.39,15
Bangalore,58500,Diesel,Automatic,Second,17.09,1995,218,5,27.5,bmw,5,67.24571429,10
Kolkata,48000,Petrol,Manual,First,18,1198,86.7,5,2.75,honda,amaze,8.662857143,9
Mumbai,24000,Petrol,Manual,First,24.7,796,47.3,5,2.8,maruti,alto,4.53,7
Mumbai,52001,Petrol,Manual,First,17.01,1591,121.3,5,6.45,hyundai,verna,14.254,7
Coimbatore,9565,Petrol,Manual,First,23.84,1199,84,5,5.88,tata,tiago,6.59,5
Pune,32953,Petrol,Manual,First,18.6,1197,85.8,5,4.65,maruti,swift,7.56375,10
Jaipur,18000,Petrol,Manual,First,21.1,814,55.2,5,2.5,hyundai,eon,11.28145047,9
Kochi,20446,Petrol,Automatic,First,12.6,1950,191.34,5,51.35,mercedes-benz,e-class,86.97,5
Hyderabad,33016,Diesel,Manual,First,22.54,1396,88.73,5,6.85,hyundai,i20,9.74,7
Chennai,48000,Diesel,Manual,First,23.59,1364,67.05,5,5.25,toyota,etios,7.432,11
Coimbatore,72022,Diesel,Manual,First,21.43,1364,87.2,5,9.23,toyota,corolla,20.97,9
Ahmedabad,34000,Diesel,Automatic,First,20.7,1496,113.98,5,22,mini,cooper,42.12,9
Hyderabad,69000,Diesel,Manual,First,20.14,1498,88.8,5,5.19,volkswagen,polo,9.71375,9
Pune,108000,Petrol,Automatic,First,13.7,1798,157.75,5,4.35,skoda,superb,34.36333333,14
Hyderabad,34700,Diesel,Automatic,First,10,2148,170,5,24.5,mercedes-benz,e-class,82.61833333,10
Pune,79000,Diesel,Manual,First,17.8,1248,75,5,5.75,maruti,swift,7.56375,8
Kochi,58197,Petrol,Automatic,First,18,1497,117.3,5,9.19,honda,city,14.63571429,7
Pune,66000,Petrol,Automatic,Second,8.45,2979,321,5,10.75,bmw,7,153,15
Bangalore,60000,Petrol,Automatic,First,19.2,1197,80,5,2.99,hyundai,i10,11.28145047,14
Kolkata,57000,Diesel,Manual,First,26.59,1248,74,5,3.89,maruti,swift,7.56375,9
Coimbatore,45555,Diesel,Manual,First,26,1498,98.6,5,11.73,honda,city,14.63571429,5
Coimbatore,55137,Petrol,Manual,First,14,796,35,5,3.11,maruti,omni,7.55626867,7
Jaipur,93325,Diesel,Manual,Second,17.2,1968,138.1,5,14.45,skoda,superb,34.36333333,9
Ahmedabad,38000,Diesel,Manual,First,24.52,1248,88.5,7,8.7,maruti,ertiga,11.61857143,5
Kochi,57738,Diesel,Manual,First,24,1120,70,5,5.04,hyundai,grand,7.2952,7
Jaipur,38282,Diesel,Manual,First,28.09,1248,88.5,5,8.5,maruti,ciaz,11.04333333,6
Delhi,64000,Diesel,Automatic,First,19.27,2143,170,5,15.65,mercedes-benz,new,49.49,9
Mumbai,32000,Diesel,Manual,First,20.5,1248,91.72,5,5.65,fiat,avventura,9.5,8
Bangalore,83000,Petrol,Automatic,First,10.93,2497,204,5,16.5,mercedes-benz,e-class,82.61833333,13
Ahmedabad,76000,CNG,Manual,First,26.3,998,67.1,5,2,maruti,zen,7.55626867,12
Pune,67200,Petrol,Manual,First,15.04,1598,103.6,5,3.9,volkswagen,vento,13.81375,11
Jaipur,62655,Diesel,Automatic,First,18.88,1995,184,5,14.5,bmw,3,52.113125,10
Bangalore,16900,Diesel,Automatic,First,14.69,2993,258,5,44,bmw,5,67.24571429,8
Delhi,8471,Petrol,Manual,First,18.9,1197,81.86,5,5,hyundai,grand,6.54,6
Hyderabad,69000,Diesel,Automatic,First,11.36,2755,171.5,7,19.75,toyota,innova,26.56,7
Coimbatore,30090,Diesel,Automatic,First,19.6,1461,108.45,5,11.44,renault,duster,15.05,6
Chennai,120000,Diesel,Manual,First,18,1248,75,5,1.75,tata,indica,10.75306548,12
Bangalore,23000,Diesel,Manual,First,17.8,1248,74.20637807,5,5.6,maruti,swift,7.56375,10
Kochi,35939,Petrol,Manual,First,12.3,1796,185,5,30.42,mercedes-benz,e-class,82.61833333,7
Coimbatore,116694,Diesel,Manual,First,15.1,2179,140,7,9.57,mahindra,xuv500,18.865,10
Mumbai,40448,Diesel,Manual,First,15.96,2523,62.1,7,3.5,mahindra,bolero,11.01,7
Coimbatore,64456,Diesel,Manual,First,24.3,1248,88.5,5,10.46,maruti,vitara,11,5
Pune,52782,Diesel,Manual,First,20.5,1248,91.72,5,4.85,fiat,avventura,9.5,9
Kochi,51672,Petrol,Manual,First,19.5,1199,88.76,5,5.68,honda,amaze,7.55,7
Mumbai,56073,Petrol,Automatic,First,13.7,1798,157.75,5,13.25,skoda,superb,34.36333333,8
Bangalore,65000,Diesel,Automatic,First,14.74,2993,270.9,5,16,jaguar,xf,72.64,12
Chennai,79000,Petrol,Manual,First,18.9,998,67.1,5,3,maruti,wagon,5.39,10
Kolkata,43206,Petrol,Manual,First,17,1086,91.94537954,5,0.99,hyundai,santro,11.28145047,16
Mumbai,70200,Petrol,Automatic,First,14.53,1798,138.1,5,5,toyota,corolla,20.97,13
Delhi,42000,Petrol,Manual,First,16.1,1197,85,5,4.75,maruti,swift,7.56375,7
Bangalore,62000,Petrol,Manual,First,16.47,1198,74,5,5.35,volkswagen,polo,9.71375,9
Hyderabad,20000,Petrol,Manual,First,18.9,1197,81.86,5,5.98,hyundai,grand,7.82,6
Chennai,80000,Diesel,Manual,Third,21.5,1248,88.8,5,3.5,maruti,sx4,7.55626867,12
Kochi,50234,Petrol,Manual,First,18.9,1197,81.86,5,4.77,hyundai,grand,6.32,5
Delhi,50003,Petrol,Manual,First,21.4,1197,83.1,5,5.45,maruti,baleno,8.886666667,7
Ahmedabad,1000,Petrol,Automatic,First,20.3,1199,84,5,6.85,tata,tigor,10.75306548,5
Jaipur,54897,Diesel,Automatic,First,26.59,1248,74,5,7.3,maruti,swift,7.56375,7
Pune,108995,Petrol,Manual,First,15.3,1193,65.3,5,1.25,tata,indica,10.75306548,16
Ahmedabad,65000,Petrol,Manual,First,16.1,1298,88.2,5,2.71,maruti,swift,7.56375,15
Kolkata,32000,Petrol,Manual,First,19.1,1197,82,5,3.6,hyundai,xcent,8.274,7
Ahmedabad,65000,Petrol,Manual,First,18.5,1197,80,5,3,hyundai,i20,9.74,13
Hyderabad,21600,Petrol,Automatic,First,23.1,998,67.04,5,4.65,maruti,celerio,5.891666667,7
Mumbai,39000,Diesel,Automatic,First,14.84,2143,170,5,9.5,mercedes-benz,new,49.49,13
Mumbai,58075,Petrol,Manual,First,17.5,1298,85.8,5,2.95,maruti,swift,7.56375,12
Mumbai,58000,Petrol,Manual,First,15.04,1598,103.6,5,3,volkswagen,vento,13.81375,12
Hyderabad,58000,Diesel,Manual,First,25.2,1248,74,5,5.95,maruti,swift,7.56375,8
Delhi,89000,Petrol,Automatic,First,14.53,1798,138.1,5,4,toyota,corolla,20.97,15
Delhi,72000,Petrol,Manual,First,13.5,1799,130,5,2.5,honda,civic,11.79582001,15
Kolkata,1800,Petrol,Automatic,First,16.05,1499,110.4,5,11.37,ford,ecosport,12.10909091,6
Pune,172050,Diesel,Manual,Second,19,1248,93,5,2.25,fiat,linea,9.5,13
Jaipur,46230,Petrol,Manual,First,19.81,1086,68.05,5,3.1,hyundai,i10,11.28145047,10
Kochi,86925,Diesel,Automatic,First,11.2,2400,215,5,17.18,volvo,xc60,45.67,9
Jaipur,5000,Petrol,Manual,First,18.6,1197,81.83,5,6.5,hyundai,i20,9.74,5
Ahmedabad,66000,Diesel,Manual,First,26,1498,98.6,5,5.7,honda,city,14.63571429,9
Ahmedabad,119000,Diesel,Manual,First,12.99,2494,100,8,8,toyota,innova,23.61366667,10
Chennai,45000,Petrol,Manual,First,25.17,799,53.3,5,2.6,renault,kwid,4.834285714,7
Hyderabad,66149,Petrol,Manual,First,19,998,66.1,5,2.45,maruti,a-star,7.55626867,14
Kochi,42070,Petrol,Automatic,First,14.8,1595,120.7,5,11.57,mercedes-benz,b,63.09554084,9
Kolkata,35503,Petrol,Manual,First,18.9,998,67.1,5,2.3,maruti,wagon,5.39,11
Jaipur,41460,Diesel,Manual,First,25.2,1248,74,5,5.9,maruti,swift,7.56375,7
Mumbai,40600,Petrol,Automatic,First,17,1591,121.3,5,7.2,hyundai,verna,15.14,8
Ahmedabad,87000,Diesel,Automatic,First,22,1582,126.2,5,5.9,hyundai,verna,15.72,10
Chennai,30000,Petrol,Manual,Second,16.8,1497,116.3,5,6,honda,city,14.63571429,9
Kolkata,27089,Petrol,Manual,First,16,1086,66.7,5,1.95,hyundai,i10,11.28145047,13
Coimbatore,53702,Diesel,Manual,First,23.59,1364,67.04,5,6.55,toyota,etios,7.432,7
Hyderabad,51000,Diesel,Automatic,First,27.03,1969,190,5,25,volvo,s60,45.67,8
Kolkata,36542,Diesel,Manual,First,20,1399,68.05,5,2.65,ford,figo,7.65,11
Mumbai,15000,Diesel,Automatic,First,13,2987,265,5,69.5,mercedes-benz,e-class,82.61833333,6
Chennai,65000,Diesel,Automatic,First,22.69,1995,190,5,14,bmw,3,54.7,11
Pune,32000,Petrol,Manual,Second,22.74,796,47.3,5,2.1,maruti,alto,4.53,9
Hyderabad,24393,Diesel,Manual,First,13.68,2393,147.8,7,20.4,toyota,innova,22.87,6
Hyderabad,1000,Petrol,Manual,First,18.78,999,75,5,5.68,volkswagen,polo,6.74,4
Mumbai,28238,Petrol,Manual,First,13.24,1598,102.5,5,5.55,nissan,terrano,15.855,9
Mumbai,59000,Diesel,Manual,First,13.5,2477,175.56,7,12.75,mitsubishi,pajero,33.09,10
Mumbai,92000,Petrol,Manual,Second,14.8,1799,130.2,5,3.35,honda,civic,11.79582001,11
Kolkata,56840,Petrol,Manual,First,22.74,796,47.3,5,1.55,maruti,alto,4.53,10
Coimbatore,62746,Diesel,Manual,Second,20.54,1598,103.6,5,5.9,volkswagen,vento,13.81375,10
Hyderabad,96000,Diesel,Automatic,First,12.35,2179,187.74,5,18.98,land,rover,104.102,11
Mumbai,24000,Petrol,Manual,First,13.7,1997,153.86,5,11.51,honda,cr-v,11.79582001,9
Mumbai,54000,Diesel,Manual,First,20.77,1248,88.76,7,7.75,maruti,ertiga,11.61857143,7
Chennai,90000,Diesel,Manual,First,12.99,2494,100.6,7,13.9,toyota,innova,23.61366667,7
Kolkata,40000,Petrol,Manual,First,15,1368,90,5,1.35,tata,manza,10.75306548,13
Mumbai,65938,Diesel,Automatic,Second,12.07,2967,241.4,7,38,audi,q7,99.79333333,8
Mumbai,16100,Petrol,Automatic,First,17.1,1591,121.4,5,11.6,hyundai,verna,14.254,6
Hyderabad,3600,Diesel,Automatic,First,21.5,1498,108.5,5,12.25,volkswagen,vento,13.81375,6
Jaipur,52000,Petrol,Manual,First,17,1497,118,5,3.8,honda,city,14.63571429,12
Mumbai,54000,Diesel,Manual,First,20,1399,68.05,5,3.25,ford,figo,7.65,9
Mumbai,15399,Petrol,Manual,First,18.7,1199,88.7,5,6.4,honda,jazz,9.431666667,7
Bangalore,75000,Petrol,Manual,Second,16.47,1198,73.9,5,3.95,volkswagen,polo,9.71375,11
Delhi,76752,Petrol,Manual,First,17.4,1497,117.3,5,3.57,honda,city,14.63571429,13
Mumbai,56000,Petrol,Manual,Second,17.7,1497,78,5,1.25,honda,city,14.63571429,18
Pune,70000,CNG,Manual,First,26.2,998,58.2,5,3.65,maruti,wagon,5.39,8
Ahmedabad,35000,Diesel,Automatic,Second,18.12,1995,190,5,23,bmw,5,67.24571429,9
Coimbatore,62729,Diesel,Manual,First,12.05,2179,120,8,6.32,mahindra,scorpio,15.5675283,11
Kolkata,34000,Diesel,Manual,First,20.54,1598,103.6,5,3.4,volkswagen,vento,13.81375,11
Jaipur,70000,Petrol,Manual,Second,17.3,993,60,5,0.77,maruti,zen,7.55626867,24
Jaipur,32000,Petrol,Manual,First,16.1,796,37,4,0.9,maruti,800,7.55626867,14
Delhi,21000,Petrol,Automatic,First,14.28,1798,138.03,5,18,toyota,corolla,23.25,6
Pune,49000,Petrol,Automatic,First,14.59,1997,245,5,19,bmw,3,52.113125,10
Chennai,40000,Petrol,Manual,Third,13.8,1299,70,5,1.1,ford,ikon,13.57205029,16
Ahmedabad,52000,Diesel,Manual,First,21.43,1364,86.79,5,6.5,toyota,corolla,19.27,11
Bangalore,65213,Diesel,Manual,First,16,2179,140,7,9.45,mahindra,xuv500,18.865,9
Mumbai,170000,Diesel,Manual,First,24.4,1120,71,5,4,hyundai,xcent,8.274,7
Kochi,36884,Diesel,Automatic,First,13,2143,204,5,32.25,mercedes-benz,e-class,82.61833333,6
Pune,62500,Petrol,Manual,First,20.36,1197,78.9,5,2.1,hyundai,i10,11.28145047,14
Mumbai,68000,Petrol,Automatic,Second,14.28,1798,138.03,5,9.75,toyota,corolla,20.97,8
Kolkata,40748,Petrol,Manual,First,14.53,1798,138,5,6.3,toyota,corolla,20.97,9
Hyderabad,60000,Diesel,Automatic,First,17.32,1968,184,5,21,audi,q3,46.42,10
Mumbai,12400,Diesel,Manual,First,21.9,1396,88.8,5,4.65,hyundai,i20,9.74,9
Mumbai,87000,Diesel,Automatic,Second,19.27,2143,167.62,5,17,mercedes-benz,new,49.49,10
Pune,20248,Diesel,Manual,First,21.1,1248,73.9,5,4.35,maruti,ritz,7.55626867,10
Coimbatore,52383,Diesel,Manual,First,19.67,1582,126.2,5,14.82,hyundai,creta,15.19333333,6
Delhi,1000,Diesel,Automatic,First,13.6,1999,177,5,40,jaguar,xe,52.77,5
Chennai,85000,Diesel,Manual,First,14.95,2489,93.7,7,6.15,mahindra,xylo,11.67,7
Ahmedabad,47000,Diesel,Manual,First,12.99,2494,100.6,7,11.25,toyota,innova,23.61366667,9
Coimbatore,32496,Diesel,Automatic,First,13.22,2967,241.4,5,45.62,audi,q5,63.78077684,5
Kochi,34613,Diesel,Manual,First,28.4,1248,74,5,6.24,maruti,swift,7.92,6
Chennai,153000,Diesel,Manual,First,20.77,1248,88.76,7,4.8,maruti,ertiga,11.61857143,8
Chennai,54000,Petrol,Manual,Second,16.1,1197,85,5,4.5,maruti,swift,7.56375,9
Kochi,16900,Petrol,Manual,First,20.36,1197,78.9,5,3.87,hyundai,i10,11.28145047,8
Delhi,62334,Petrol,Manual,First,20.36,1197,78.9,5,2.75,hyundai,i10,11.28145047,10
Kochi,23714,Petrol,Manual,First,21.4,1197,83.1,5,6.57,maruti,baleno,8.886666667,5
Jaipur,52325,Petrol,Manual,First,16.36,1495,93.7,5,2,hyundai,accent,11.28145047,13
Ahmedabad,50000,Petrol,Manual,First,19.4,1198,86.8,5,3.65,honda,brio,6.8825,11
Hyderabad,55746,Diesel,Manual,First,22.9,1248,74,5,6.95,maruti,swift,7.56375,7
Bangalore,54000,Petrol,Manual,First,20.14,1197,81.86,5,5.5,hyundai,xcent,7.85,9
Kolkata,43000,Diesel,Manual,First,16,2179,140,7,7,mahindra,xuv500,18.865,10
Delhi,40000,Diesel,Automatic,First,13,2143,201.1,5,24,mercedes-benz,e-class,82.61833333,9
Bangalore,125000,Diesel,Automatic,Second,0,2179,115,5,11,land,rover,104.102,13
Bangalore,51944,Diesel,Automatic,First,19.27,2143,170,5,32.5,mercedes-benz,new,49.49,7
Kochi,46950,Diesel,Manual,First,21.27,1396,88.76,5,6.45,hyundai,i20,9.74,8
Mumbai,23000,Diesel,Automatic,First,19.3,1968,141,5,15.75,skoda,octavia,28.37,8
Mumbai,54546,Petrol,Manual,First,17,1497,118,5,5.5,honda,city,14.63571429,9
Kochi,51535,Diesel,Automatic,First,12.55,2982,168.5,7,19.03,toyota,fortuner,36.548,8
Kolkata,45000,Diesel,Automatic,First,17.32,1968,184,5,15.25,audi,q3,46.42,10
Hyderabad,46004,Petrol,Manual,First,20.92,998,67.1,5,2.4,maruti,alto,4.53,11
Chennai,124000,Diesel,Manual,First,23.03,1396,69,5,2.3,tata,indigo,10.75306548,12
Kochi,77395,Diesel,Automatic,First,17.11,1968,174.33,5,14.35,audi,a4,51.385,9
Mumbai,10600,CNG,Manual,First,33.44,796,40.3,4,3.5,maruti,alto,4.53,5
Kochi,22974,Petrol,Automatic,First,18,1497,117.3,5,11.97,honda,city,15.55,5
Jaipur,89000,Petrol,Manual,Second,0,999,91.94537954,5,1.6,hyundai,santro,11.28145047,14
Ahmedabad,65012,Diesel,Manual,First,14.24,2755,174.5,7,18.9,toyota,fortuner,32.45,8
Ahmedabad,17125,Petrol,Manual,First,18.9,1197,82,5,5.4,hyundai,grand,7.2952,6
Hyderabad,90413,Petrol,Manual,First,15.1,1196,73,7,2.95,maruti,eeco,4.83,8
Bangalore,37000,Petrol,Manual,First,16.47,1198,73.9,5,5.1,volkswagen,polo,9.71375,10
Jaipur,65000,Petrol,Manual,First,18.9,1061,67,5,1.5,maruti,wagon,5.39,17
Bangalore,66000,Petrol,Manual,First,17,1497,118,5,4.9,honda,city,14.63571429,12
Mumbai,86000,Petrol,Manual,First,14.8,1799,130.2,5,2.9,honda,civic,11.79582001,13
Pune,98437,Petrol,Manual,First,13,1493,100,5,1.15,honda,city,14.63571429,18
Kolkata,18000,Petrol,Manual,First,18.5,1197,80,5,2.3,hyundai,i20,9.74,13
Kochi,35070,Diesel,Manual,First,24,1120,70,5,5.99,hyundai,grand,7.2952,5
Pune,42000,Petrol,Automatic,Third,14.4,1598,103.6,5,3.4,volkswagen,vento,13.81375,12
Kolkata,40000,Petrol,Manual,First,20.36,1197,78.9,5,1.7,hyundai,i10,11.28145047,14
Kolkata,43000,Petrol,Manual,First,17,1197,80,5,1.99,hyundai,i20,9.74,14
Hyderabad,74000,Diesel,Manual,First,22.07,1199,73.9,5,4.85,volkswagen,polo,9.71375,10
Hyderabad,51192,Petrol,Manual,First,15.6,1196,70,5,2.65,ford,figo,7.65,13
Kochi,14262,Petrol,Automatic,First,9.9,1984,207.8,2,27.35,audi,tt,63.78077684,9
Jaipur,66339,Diesel,Manual,Second,25.1,1498,98.6,5,6.9,honda,city,14.63571429,8
Hyderabad,90200,Diesel,Manual,First,20,1399,68.05,5,3.5,ford,figo,7.65,10
Delhi,57854,Diesel,Manual,First,12.99,2494,100.6,7,12.5,toyota,innova,23.61366667,8
Delhi,32000,Petrol,Automatic,First,19.12,1373,91.1,5,9.2,maruti,ciaz,11.04333333,6
Mumbai,29631,Petrol,Automatic,First,18.9,1197,82,5,4.9,hyundai,grand,7.2952,8
Delhi,55005,Petrol,Manual,First,12.8,1508.686567,108.990209,5,3.2,honda,city,14.63571429,14
Kochi,54173,Petrol,Manual,First,18.88,999,123.24,5,5.55,ford,ecosport,12.10909091,9
Ahmedabad,50000,Petrol,Automatic,First,14.7,1798,177.6,5,13.5,skoda,octavia,28.37,9
Kolkata,145000,Diesel,Manual,First,20.4,1248,91.7,5,2.6,fiat,linea,9.5,13
Jaipur,78000,Petrol,Manual,First,16.1,1298,88.2,5,4.5,maruti,swift,7.56375,8
Delhi,65000,Diesel,Automatic,Second,11.8,2993,180,7,34,land,rover,104.102,10
Hyderabad,120000,Diesel,Manual,First,12.8,2494,102,7,12,toyota,innova,23.61366667,11
Mumbai,14000,Diesel,Manual,First,28.4,1248,74,5,5.25,maruti,swift,7.13,8
Kochi,57456,Diesel,Automatic,First,17.68,1968,174.33,5,21.56,audi,a6,62.35666667,9
Coimbatore,44450,Diesel,Automatic,First,22.48,1995,190,5,24.68,bmw,5,71.82,11
Delhi,63777,Petrol,Manual,First,18.5,1197,82.9,5,3.67,hyundai,i20,9.74,10
Mumbai,31000,Diesel,Automatic,First,17.05,1995,190,5,29.5,bmw,x1,50.97,7
Delhi,60000,Petrol,Manual,First,17.6,1496,88.73,5,3.1,toyota,etios,7.432,11
Ahmedabad,78008,Diesel,Manual,First,17,1405,70,5,2.9,tata,indigo,10.75306548,8
Bangalore,33000,Diesel,Automatic,Second,0,2987,165,5,43,mercedes-benz,m-class,63.09554084,9
Hyderabad,57275,Diesel,Manual,First,19.7,1598,103.6,5,4.5,volkswagen,polo,9.71375,12
Delhi,45000,Diesel,Manual,First,24,1120,70,5,3.49,hyundai,grand,7.2952,9
Delhi,57319,Diesel,Manual,First,25.2,1248,74,5,4.25,maruti,swift,7.56375,9
Chennai,121097,Diesel,Manual,Second,24,1396,88.76,5,1.9,hyundai,verna,10.73,15
Mumbai,89000,Diesel,Automatic,First,16.73,1995,218,5,16.57,bmw,5,67.24571429,12
Bangalore,72000,Petrol,Manual,First,17,1497,118,5,5.75,honda,city,14.63571429,11
Delhi,36000,Diesel,Automatic,Second,16.55,1968,147.51,5,14,audi,a4,51.385,10
Jaipur,86000,Diesel,Manual,Second,19.5,1248,75,5,2.5,fiat,linea,9.5,10
Ahmedabad,85000,Petrol,Manual,First,13,1343,90,5,1.2,honda,city,14.63571429,21
Pune,120000,Petrol,Manual,Second,15.5,1242,89.5725,5,0.85,fiat,petra,9.5,18
