Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Wagon R VXI Minor,Maruti,Chennai,2010,134000,Petrol,Manual,Second,18.9,1061,67,5,,1.65
Mercedes-Benz A Class A180 Sport,Mercedes,Pune,2015,11000,Petrol,Automatic,First,15.5,1595,120.7,5,,16
Hyundai Santro Xing GL,Hyundai,Pune,2008,93000,Petrol,Manual,First,0,1086,62,5,,1.45
Maruti Swift Dzire AMT ZDI,Maruti,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248,74,5,,8.08
Hyundai Grand i10 AT Asta,Hyundai,Pune,2014,37632,Petrol,Automatic,First,18.9,1197,82,5,,4.5
Nissan Sunny 2011-2014 XV Special Edition,Nissan,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498,97.7,5,,4.3
Maruti A-Star Lxi,Maruti,Hyderabad,2010,81448,Petrol,Manual,First,19,998,66.1,5,,2.6
Renault KWID RXT Optional,Renault,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799,53.3,5,4.8,4.45
Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591,121.4,5,,5.37
Maruti Wagon R LXI Minor,Maruti,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061,67,5,,1.75
BMW 3 Series 320d Sport Line,BMW,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995,184,5,,16.5
BMW 5 Series 2003-2012 520d,BMW,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995,177,5,,19
Tata Indigo CS eVX,Tata,Jaipur,2016,65000,Diesel,Manual,First,25,1396,69.01,5,,2.8
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396,88.73,5,,6.2
Maruti Omni E MPI STD BS IV,Maruti,Kochi,2019,11571,Petrol,Manual,First,16.8,796,34.2,8,,3.8
Maruti Swift ZDi,Maruti,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248,74,5,,6.1
Ford Ecosport Signature Edition Diesel,Ford,Coimbatore,2019,23154,Diesel,Manual,First,23,1498,98.96,5,12.12,11.65
Honda Brio VX AT,Honda,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198,86.8,5,,4.15
Toyota Innova Crysta 2.4 GX MT,Toyota,Chennai,2017,67489,Diesel,Manual,First,13.68,2393,147.8,7,19.37,16.5
Mahindra Scorpio 2.6 LX,Mahindra,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179,120,8,,4.3
Hyundai i20 1.2 Magna,Hyundai,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197,80,5,,2.25
Hyundai Verna 1.6 SX,Hyundai,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582,126.32,5,,6.75
Mahindra XUV500 W6 2WD,Mahindra,Chennai,2014,80000,Diesel,Manual,First,15.1,2179,140,7,,9.4
Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498,108.5,5,12.14,5.39
Maruti Swift Dzire VDI Optional,Maruti,Kochi,2019,18592,Diesel,Manual,First,26.59,1248,74,5,,8.51
Tata Manza Aura Safire BS IV,Tata,Pune,2010,75695,Petrol,Manual,First,13.7,1368,88.8,5,,1.85
Maruti Swift VDI,Maruti,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248,74,5,,2.5
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Chennai,2013,60000,Diesel,Manual,First,22.07,1199,73.9,5,,4.75
Honda City 1.5 V MT,Honda,Pune,2009,138000,Petrol,Manual,Second,17,1497,118,5,,3.5
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,Bangalore,2014,67000,Diesel,Manual,First,23,1396,90,5,,5.5
Honda City 1.5 V MT,Honda,Coimbatore,2012,42750,Petrol,Manual,First,17,1497,118,5,,6.33
Chevrolet Beat Diesel,Chevrolet,Kochi,2014,52398,Diesel,Manual,First,25.44,936,57.6,5,,2.47
Chevrolet Spark 1.0 LS,Chevrolet,Kochi,2014,36657,Petrol,Manual,First,16.2,995,62.1,5,,3.3
Tata New Safari DICOR 2.2 EX 4x2,Tata,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179,138.1,7,,3.5
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes,Delhi,2014,85000,Diesel,Automatic,First,11.3,2987,254.8,7,,38.75
BMW 5 Series 2003-2012 530d Highline,BMW,Pune,2008,112500,Diesel,Automatic,First,11.5,2993,235,5,,7.99
Toyota Fortuner 2.8 4WD MT,Toyota,Kochi,2013,105072,Diesel,Manual,First,14.24,2755,174.5,7,36.69,13.28
BMW X1 sDrive 18i,BMW,Pune,2012,80000,Petrol,Automatic,First,11.25,1995,150,5,,9.5
Renault Captur 1.5 Diesel Platine Mono,Renault,Kochi,2019,3102,Diesel,Manual,First,20.37,1461,108.45,5,,14.01
Hyundai Xcent 1.1 CRDi S,Hyundai,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120,71,5,,6.99
BMW 3 Series 320d,BMW,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995,170,5,,11
BMW 5 Series 2010-2013 525i,BMW,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497,215,5,,11
Nissan Micra XE,Nissan,Pune,2010,85046,Petrol,Manual,Second,18.06,1198,75,5,,2.3
Jaguar XF 2.2 Litre Luxury,Jaguar,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179,187.7,5,,26.5
Land Rover Range Rover TDV8 (Diesel),Land,Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367,308,7,,67
Jeep Compass 1.4 Limited Option,Jeep,Mumbai,2017,4000,Petrol,Automatic,First,16,1368,160,5,23.68,17.75
Honda CR-V 2.4 AT,Honda,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354,152,5,,4.8
Maruti Swift VXI,Maruti,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197,85.8,5,,4.57
Hyundai Xcent 1.1 CRDi S,Hyundai,Chennai,2016,80000,Diesel,Manual,First,24.4,1120,71,5,,3.5
Nissan Terrano XV Premium 110 PS,Nissan,Kochi,2015,43190,Diesel,Manual,First,19.01,1461,108.5,5,,7.61
Audi A4 35 TDI Technology,Audi,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968,187.74,5,55.61,25
Hyundai Grand i10 Asta Option,Hyundai,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197,82,5,,5.88
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494,100.6,8,,13.5
Hyundai i20 1.2 Magna,Hyundai,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197,80,5,,4.6
Ford EcoSport 1.5 TDCi Titanium,Ford,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498,98.59,5,,4.9
Honda City 1.5 S MT,Honda,Hyderabad,2012,67635,Petrol,Manual,First,17,1497,118,5,,5.25
Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497,121.36,5,14.1,12.41
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199,73.9,5,,3.8
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143,170,5,,8.95
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498,89.84,5,,7.2
Tata Indigo GLE,Tata,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396,65,5,,4.5
Maruti Swift Dzire LDI,Maruti,Delhi,2014,68462,Diesel,Manual,First,26.59,1248,74,5,,4.15
Maruti S-Cross Zeta DDiS 200 SH,Maruti,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248,88.5,5,13.26,7.94
Renault Duster 110PS Diesel RxZ Pack,Renault,Pune,2014,90000,Diesel,Manual,First,19.01,1461,108.45,5,,7.25
Maruti Wagon R VXI,Maruti,Delhi,2016,22000,Petrol,Manual,First,18.9,998,67.1,5,,3.7
Hyundai Santro Xing GL,Hyundai,Hyderabad,2010,58163,Petrol,Manual,First,0,1086,62,5,,2.45
Chevrolet Beat Diesel LT,Chevrolet,Chennai,2011,109500,Diesel,Manual,Third,25.44,936,57.6,5,,1.5
Mahindra XUV500 W4 1.99 mHawk,Mahindra,Delhi,2017,13363,Diesel,Manual,First,16,1997,140,7,,12
Hyundai i10 Era 1.1,Hyundai,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086,68.05,5,,2.2
Tata New Safari DICOR 2.2 EX 4x4,Tata,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179,138,7,,3.6
Hyundai i10 Sportz,Hyundai,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197,78.9,5,,1.92
Toyota Innova Crysta 2.8 ZX AT,Toyota,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755,171.5,7,28.05,20.5
Skoda Laura Elegance MT,Skoda,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896,106,5,,4.25
Hyundai Grand i10 Sportz,Hyundai,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197,82,5,,3.2
Toyota Etios Liva GD,Toyota,Pune,2012,225000,Diesel,Manual,Second,23.59,1364,null,5,,2.6
Maruti Swift Dzire VDI,Maruti,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248,74,5,,3.85
Hyundai i20 Asta 1.4 CRDi (Diesel),Hyundai,Kochi,2010,93401,Diesel,Manual,First,23,1396,90,5,,3.48
Ford Figo 2015-2019 1.5D Trend MT,Ford,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498,99,5,,4.55
Maruti Ertiga VDI,Maruti,Pune,2016,130000,Diesel,Manual,First,25.47,1248,88.5,7,11.27,7
Maruti Ertiga ZDI,Maruti,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248,88.8,7,,5.75
Honda City 1.5 V AT Sunroof,Honda,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497,116.3,5,,8.73
Maruti Alto LXi BSIII,Maruti,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,,1.7
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198,197,7,,29.5
Maruti Vitara Brezza ZDi Plus,Maruti,Kochi,2019,34688,Diesel,Manual,First,24.3,1248,88.5,5,11.2,10.49
Porsche Boxster S tiptronic,Porsche,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706,265,2,,64
Maruti Swift ZDi,Maruti,Pune,2016,58000,Diesel,Manual,First,22.9,1248,74,5,,7.55
Tata Zest Revotron 1.2 XT,Tata,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193,88.7,5,8.56,3.95
Hyundai i20 1.2 Sportz Option,Hyundai,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17,1197,80,5,,3.25
Skoda Fabia 1.4 TDI Active,Skoda,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422,70,5,,2.75
Toyota Corolla Altis D-4D J,Toyota,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364,87.2,5,,7.35
Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Ahmedabad,2017,55000,Petrol,Manual,First,17,1198,73.75,5,,4.7
Hyundai Creta 1.6 VTVT S,Hyundai,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591,121.3,5,,8.77
Hyundai i10 Magna 1.2,Hyundai,Kochi,2013,46821,Petrol,Manual,First,20.36,1197,78.9,5,,3.42
Chevrolet Beat LS,Chevrolet,Kolkata,2015,120000,Petrol,Manual,First,18.6,1199,76.8,5,,2.5
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993,270.9,5,,20
Nissan Terrano XL,Nissan,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598,102.5,5,,5.25
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968,174.33,5,,14.5
Hyundai i10 Asta AT,Hyundai,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197,78.9,5,,3.45
Maruti Alto K10 VXI AGS,Maruti,Pune,2015,73204,Petrol,Automatic,First,24.07,998,67.1,5,,3.3
Audi Q7 4.2 TDI Quattro Technology,Audi,Bangalore,2014,50000,Diesel,Automatic,First,11.33,4134,335.2,7,,51
Maruti Vitara Brezza VDi,Maruti,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248,88.5,5,9.46,6.5
Hyundai EON D Lite Plus,Hyundai,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814,55.2,5,,3.65
Mahindra XUV300 W8 Diesel,Mahindra,Chennai,2012,97000,Diesel,Manual,First,20,1497,115,5,12.79,7.25
Hyundai Verna CRDi 1.6 SX Option,Hyundai,Kochi,2014,89614,Diesel,Manual,First,22,1582,126.2,5,15.57,6.01
Maruti Wagon R VXI,Maruti,Kolkata,2015,14000,Petrol,Manual,First,18.9,998,67.1,5,,2.8
Hyundai i20 Sportz Option,Hyundai,Chennai,2012,50000,Petrol,Manual,First,17,1197,80,5,,4
Honda City i VTEC V,Honda,Delhi,2014,62505,Petrol,Manual,First,17.4,1497,117.3,5,,5.95
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Chennai,2011,248000,Diesel,Manual,Second,12.8,2494,102,7,,9.2
Hyundai Verna CRDi SX,Hyundai,Pune,2012,94900,Diesel,Manual,First,16.8,1493,110,5,,5.35
Tata Hexa XT,Tata,Delhi,2017,55000,Diesel,Manual,First,17.6,2179,153.86,7,19.86,12
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967,241.4,7,,38.94
Maruti Wagon R VXI,Maruti,Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998,67.1,5,,2.69
BMW 5 Series 2013-2017 525d Luxury Line,BMW,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995,218,5,,27.5
Honda Amaze EX i-Vtech,Honda,Kolkata,2014,48000,Petrol,Manual,First,18,1198,86.7,5,,2.75
Maruti Alto 800 2016-2019 LXI,Maruti,Mumbai,2016,24000,Petrol,Manual,First,24.7,796,47.3,5,,2.8
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591,121.3,5,,6.45
Tata Tiago 1.2 Revotron XZ,Tata,Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199,84,5,6.59,5.88
Maruti Swift LXI,Maruti,Pune,2013,32953,Petrol,Manual,First,18.6,1197,85.8,5,,4.65
Hyundai EON Era,Hyundai,Jaipur,2014,18000,Petrol,Manual,First,21.1,814,55.2,5,,2.5
Mercedes-Benz E-Class E 220 d,Mercedes,Kochi,2018,20446,Petrol,Automatic,First,12.6,1950,191.34,5,86.97,51.35
Hyundai i20 Magna 1.4 CRDi,Hyundai,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396,88.73,5,,6.85
Toyota Etios VD,Toyota,Chennai,2012,48000,Diesel,Manual,First,23.59,1364,67.05,5,,5.25
Toyota Corolla Altis Diesel D4DG,Toyota,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364,87.2,5,,9.23
Mini Cooper 5 DOOR D,Mini,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496,113.98,5,42.12,22
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498,88.8,5,,5.19
Skoda Superb Elegance 1.8 TSI AT,Skoda,Pune,2009,108000,Petrol,Automatic,First,13.7,1798,157.75,5,,4.35
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes,Hyderabad,2013,34700,Diesel,Automatic,First,10,2148,170,5,,24.5
Maruti Swift VDi BSIII W/ ABS,Maruti,Pune,2015,79000,Diesel,Manual,First,17.8,1248,75,5,,5.75
Honda City i VTEC CVT VX,Honda,Kochi,2016,58197,Petrol,Automatic,First,18,1497,117.3,5,,9.19
BMW 7 Series 2007-2012 740Li,BMW,Pune,2008,66000,Petrol,Automatic,Second,8.45,2979,321,5,,10.75
Hyundai i10 Magna AT,Hyundai,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197,80,5,,2.99
Maruti Swift Dzire VDI,Maruti,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248,74,5,,3.89
Honda City i DTec VX,Honda,Coimbatore,2018,45555,Diesel,Manual,First,26,1498,98.6,5,,11.73
Maruti Omni 8 Seater BSIV,Maruti,Coimbatore,2016,55137,Petrol,Manual,First,14,796,35,5,,3.11
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Skoda,Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968,138.1,5,,14.45
Maruti Ertiga SHVS VDI,Maruti,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248,88.5,7,,8.7
Hyundai Grand i10 CRDi Magna,Hyundai,Kochi,2016,57738,Diesel,Manual,First,24,1120,70,5,,5.04
Maruti Ciaz VDi Plus SHVS,Maruti,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248,88.5,5,,8.5
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143,170,5,,15.65
Fiat Avventura MULTIJET Emotion,Fiat,Mumbai,2015,32000,Diesel,Manual,First,20.5,1248,91.72,5,,5.65
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Mercedes,Bangalore,2010,83000,Petrol,Automatic,First,10.93,2497,204,5,,16.5
Maruti Zen Estilo LXI Green (CNG),Maruti,Ahmedabad,2011,76000,CNG,Manual,First,26.3,998,67.1,5,,2
Volkswagen Vento Petrol Highline,Volkswagen,Pune,2012,67200,Petrol,Manual,First,15.04,1598,103.6,5,,3.9
BMW 3 Series 320d Luxury Line,BMW,Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995,184,5,,14.5
BMW 5 Series 2013-2017 530d M Sport,BMW,Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993,258,5,,44
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Delhi,2017,8471,Petrol,Manual,First,18.9,1197,81.86,5,6.54,5
Toyota Innova Crysta 2.8 ZX AT,Toyota,Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755,171.5,7,26.56,19.75
Renault Duster 110PS Diesel RxZ AMT,Renault,Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461,108.45,5,15.05,11.44
Tata Indica Vista Aura 1.3 Quadrajet,Tata,Chennai,2011,120000,Diesel,Manual,First,18,1248,75,5,,1.75
Maruti Swift VDI BSIV,Maruti,Bangalore,2013,23000,Diesel,Manual,First,17.8,1248,null,5,,5.6
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Mercedes,Kochi,2016,35939,Petrol,Manual,First,12.3,1796,185,5,,30.42
Mahindra XUV500 W8 4WD,Mahindra,Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179,140,7,,9.57
Mahindra Bolero ZLX,Mahindra,Mumbai,2016,40448,Diesel,Manual,First,15.96,2523,62.1,7,11.01,3.5
Maruti Vitara Brezza ZDi,Maruti,Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248,88.5,5,11,10.46
Fiat Avventura MULTIJET Emotion,Fiat,Pune,2014,52782,Diesel,Manual,First,20.5,1248,91.72,5,,4.85
Honda Amaze S Petrol,Honda,Kochi,2016,51672,Petrol,Manual,First,19.5,1199,88.76,5,7.55,5.68
Skoda Superb Elegance 1.8 TSI AT,Skoda,Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798,157.75,5,,13.25
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Bangalore,2011,65000,Diesel,Automatic,First,14.74,2993,270.9,5,,16
Maruti Wagon R VXI BSIII,Maruti,Chennai,2013,79000,Petrol,Manual,First,18.9,998,67.1,5,,3
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Kolkata,2007,43206,Petrol,Manual,First,17,1086,null,5,,0.99
Toyota Corolla Altis VL,Toyota,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798,138.1,5,,5
Maruti Swift VXi BSIV,Maruti,Delhi,2016,42000,Petrol,Manual,First,16.1,1197,85,5,,4.75
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Bangalore,2014,62000,Petrol,Manual,First,16.47,1198,74,5,,5.35
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197,81.86,5,7.82,5.98
Maruti SX4 ZDI,Maruti,Chennai,2011,80000,Diesel,Manual,Third,21.5,1248,88.8,5,,3.5
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Kochi,2018,50234,Petrol,Manual,First,18.9,1197,81.86,5,6.32,4.77
Maruti Baleno Delta 1.2,Maruti,Delhi,2016,50003,Petrol,Manual,First,21.4,1197,83.1,5,,5.45
Tata Tigor 1.2 Revotron XTA,Tata,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3,1199,84,5,,6.85
Maruti Swift Dzire AMT ZDI,Maruti,Jaipur,2016,54897,Diesel,Automatic,First,26.59,1248,74,5,,7.3
Tata Indica GLS BS IV,Tata,Pune,2007,108995,Petrol,Manual,First,15.3,1193,65.3,5,,1.25
Maruti SX4 S Cross DDiS 320 Zeta,Maruti,Chennai,2015,73000,Diesel,Manual,First,22.7,1598,118,5,,8.25
Maruti Swift VXI BSIII,Maruti,Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298,88.2,5,,2.71
Hyundai Xcent 1.2 Kappa SX,Hyundai,Kolkata,2016,32000,Petrol,Manual,First,19.1,1197,82,5,,3.6
Hyundai i20 1.2 Magna,Hyundai,Ahmedabad,2010,65000,Petrol,Manual,First,18.5,1197,80,5,,3
Maruti Celerio VXI AT,Maruti,Hyderabad,2016,21600,Petrol,Automatic,First,23.1,998,67.04,5,,4.65
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes,Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143,170,5,,9.5
Maruti Swift Dzire VXi,Maruti,Mumbai,2011,58075,Petrol,Manual,First,17.5,1298,85.8,5,,2.95
Volkswagen Vento Petrol Trendline,Volkswagen,Mumbai,2011,58000,Petrol,Manual,First,15.04,1598,103.6,5,,3
Maruti Swift ZDi,Maruti,Hyderabad,2015,58000,Diesel,Manual,First,25.2,1248,74,5,,5.95
Toyota Corolla Altis VL,Toyota,Delhi,2008,89000,Petrol,Automatic,First,14.53,1798,138.1,5,,4
Honda Civic 2006-2010 1.8 V MT,Honda,Delhi,2008,72000,Petrol,Manual,First,13.5,1799,130,5,,2.5
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,Kolkata,2017,1800,Petrol,Automatic,First,16.05,1499,110.4,5,,11.37
Fiat Linea Emotion Pack (Diesel),Fiat,Pune,2010,172050,Diesel,Manual,Second,19,1248,93,5,,2.25
Hyundai i10 Era,Hyundai,Jaipur,2013,46230,Petrol,Manual,First,19.81,1086,68.05,5,,3.1
Volvo XC60 D5 Inscription,Volvo,Kochi,2014,86925,Diesel,Automatic,First,11.2,2400,215,5,,17.18
Hyundai i20 1.2 Asta,Hyundai,Jaipur,2018,5000,Petrol,Manual,First,18.6,1197,81.83,5,,6.5
Honda City i DTEC S,Honda,Ahmedabad,2014,66000,Diesel,Manual,First,26,1498,98.6,5,,5.7
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,Ahmedabad,2013,119000,Diesel,Manual,First,12.99,2494,100,8,,8
Renault KWID RXT,Renault,Chennai,2016,45000,Petrol,Manual,First,25.17,799,53.3,5,,2.6
Maruti A-Star Vxi,Maruti,Hyderabad,2009,66149,Petrol,Manual,First,19,998,66.1,5,,2.45
Mercedes-Benz B Class B180,Mercedes,Kochi,2014,42070,Petrol,Automatic,First,14.8,1595,120.7,5,,11.57
Maruti Wagon R LXI BS IV,Maruti,Kolkata,2012,35503,Petrol,Manual,First,18.9,998,67.1,5,,2.3
Maruti Swift VDI BSIV,Maruti,Jaipur,2016,41460,Diesel,Manual,First,25.2,1248,74,5,,5.9
Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,Mumbai,2015,40600,Petrol,Automatic,First,17,1591,121.3,5,15.14,7.2
Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,Ahmedabad,2013,87000,Diesel,Automatic,First,22,1582,126.2,5,15.72,5.9
Honda City V MT,Honda,Chennai,2014,30000,Petrol,Manual,Second,16.8,1497,116.3,5,,6
Hyundai i10 Magna Optional 1.1L,Hyundai,Kolkata,2010,27089,Petrol,Manual,First,16,1086,66.7,5,,1.95
Toyota Etios GD SP,Toyota,Coimbatore,2016,53702,Diesel,Manual,First,23.59,1364,67.04,5,,6.55
Volvo S60 D4 Momentum,Volvo,Hyderabad,2015,51000,Diesel,Automatic,First,27.03,1969,190,5,45.67,25
Ford Figo Diesel EXI,Ford,Kolkata,2012,36542,Diesel,Manual,First,20,1399,68.05,5,,2.65
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mercedes,Mumbai,2017,15000,Diesel,Automatic,First,13,2987,265,5,,69.5
BMW 3 Series 320d Luxury Line,BMW,Chennai,2012,65000,Diesel,Automatic,First,22.69,1995,190,5,54.7,14
Maruti Alto 800 VXI,Maruti,Pune,2014,32000,Petrol,Manual,Second,22.74,796,47.3,5,,2.1
Toyota Innova Crysta 2.4 VX MT,Toyota,Hyderabad,2017,24393,Diesel,Manual,First,13.68,2393,147.8,7,22.87,20.4
Volkswagen Polo 1.0 MPI Trendline,Volkswagen,Hyderabad,2019,1000,Petrol,Manual,First,18.78,999,75,5,6.74,5.68
Nissan Terrano XL,Nissan,Mumbai,2014,28238,Petrol,Manual,First,13.24,1598,102.5,5,,5.55
Mitsubishi Pajero Sport 4X4,Mitsubishi,Mumbai,2013,59000,Diesel,Manual,First,13.5,2477,175.56,7,33.09,12.75
Honda Civic 2010-2013 1.8 S MT,Honda,Mumbai,2012,92000,Petrol,Manual,Second,14.8,1799,130.2,5,,3.35
Maruti Alto 800 LXI,Maruti,Kolkata,2013,56840,Petrol,Manual,First,22.74,796,47.3,5,,1.55
Volkswagen Vento Diesel Highline,Volkswagen,Coimbatore,2013,62746,Diesel,Manual,Second,20.54,1598,103.6,5,,5.9
Land Rover Freelander 2 HSE,Land,Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179,187.74,5,,18.98
Honda CR-V 2.0L 2WD MT,Honda,Mumbai,2014,24000,Petrol,Manual,First,13.7,1997,153.86,5,,11.51
Maruti Ertiga VDI,Maruti,Mumbai,2016,54000,Diesel,Manual,First,20.77,1248,88.76,7,,7.75
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Chennai,2016,90000,Diesel,Manual,First,12.99,2494,100.6,7,,13.9
Tata Manza Aura Safire,Tata,Kolkata,2010,40000,Petrol,Manual,First,15,1368,90,5,,1.35
Audi Q7 35 TDI Quattro Premium Plus,Audi,Mumbai,2015,65938,Diesel,Automatic,Second,12.07,2967,241.4,7,,38
Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,Mumbai,2017,16100,Petrol,Automatic,First,17.1,1591,121.4,5,,11.6
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498,108.5,5,,12.25
