,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1
953,maruti baleno delta 1.2,Pune,2016,14930,Petrol,Manual,First,21.4,1197,83.1,5,5.85,maruti,baleno,delta 1.2,8.886666667
954,honda jazz vx diesel,Mumbai,2016,38000,Diesel,Manual,First,27.3,1498,98.6,5,6.21,honda,jazz,vx diesel,11.15
955,hyundai i20 1.2 asta,Delhi,2013,71000,Petrol,Manual,First,17,1197,80,5,3.65,hyundai,i20,1.2 asta,9.74
956,hyundai i20 sportz diesel,Delhi,2012,71000,Diesel,Manual,First,23,1396,90,5,3.7,hyundai,i20,sportz diesel,9.74
957,mercedes-benz new c-class c 220d avantgarde edition c,Pune,2015,50000,Diesel,Automatic,First,19.27,2143,167.62,5,30,mercedes-benz,new,c-class c 220d avantgarde edition c,49.49
958,hyundai xcent 1.2 kappa base,Kochi,2016,48163,Petrol,Manual,First,19.1,1197,82,5,4.85,hyundai,xcent,1.2 kappa base,8.274
959,hyundai grand i10 at asta,Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197,82,5,6.93,hyundai,grand,i10 at asta,7.2952
960,maruti alto 800 vxi,Kolkata,2016,26000,Petrol,Manual,First,22.74,796,47.3,5,2.6,maruti,alto,800 vxi,4.53
962,mercedes-benz c-class progressive c 220d,Mumbai,2018,8682,Diesel,Automatic,First,0,1950,194,5,39.5,mercedes-benz,c-class,progressive c 220d,52.26
963,skoda superb elegance 1.8 tsi at,Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798,157.75,5,10,skoda,superb,elegance 1.8 tsi at,34.36333333
964,audi a4 2.0 tdi,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968,147.51,5,9.95,audi,a4,2.0 tdi,51.385
965,toyota innova 2.5 g (diesel) 7 seater bs iv,Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494,102,8,9.45,toyota,innova,2.5 g (diesel) 7 seater bs iv,23.61366667
966,mercedes-benz cla 200 cdi sport,Coimbatore,2017,13689,Diesel,Automatic,First,17.9,2143,136,5,28.25,mercedes-benz,cla,200 cdi sport,44.215
967,hyundai i10 era,Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086,68.05,5,1.8,hyundai,i10,era,11.28145047
968,maruti swift dzire vxi,Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298,85.8,5,1.4,maruti,swift,dzire vxi,7.56375
969,skoda rapid 1.5 tdi at ambition,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498,103.52,5,7.25,skoda,rapid,1.5 tdi at ambition,14.132
970,maruti ritz vdi,Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248,73.9,5,3.6,maruti,ritz,vdi,7.55626867
971,hyundai accent gls 1.6,Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599,94,5,1.2,hyundai,accent,gls 1.6,11.28145047
972,honda amaze sx i-vtec,Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198,86.7,5,4.94,honda,amaze,sx i-vtec,8.662857143
973,maruti wagon r lxi,Delhi,2007,65000,Petrol,Manual,Second,18.9,998,67.1,5,1.25,maruti,wagon,r lxi,5.39
974,volkswagen polo diesel comfortline 1.2l,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199,73.9,5,4.8,volkswagen,polo,diesel comfortline 1.2l,9.71375
975,ford endeavour 2.2 trend at 4x2,Kochi,2019,11209,Diesel,Automatic,First,12.62,2198,158,7,31.15,ford,endeavour,2.2 trend at 4x2,35.29
976,hyundai i20 1.2 sportz,Pune,2011,41980,Petrol,Manual,Second,17,1197,80,5,3.3,hyundai,i20,1.2 sportz,9.74
978,honda civic 2010-2013 1.8 v mt,Kolkata,2010,38000,Petrol,Manual,First,14.8,1799,130.2,5,2,honda,civic,2010-2013 1.8 v mt,11.79582001
979,maruti wagon r vxi bs iv,Pune,2014,51000,Petrol,Manual,First,20.51,998,67.04,5,3.1,maruti,wagon,r vxi bs iv,5.39
980,skoda rapid 1.6 mpi ambition plus,Kochi,2014,33855,Petrol,Manual,First,15,1598,103.6,5,5.09,skoda,rapid,1.6 mpi ambition plus,14.132
981,maruti baleno vxi - bsiii,Pune,2006,146000,Petrol,Manual,Second,15.4,1590,94,5,1.05,maruti,baleno,vxi - bsiii,8.886666667
982,ford ecosport 1.5 tdci titanium,Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498,98.59,5,7,ford,ecosport,1.5 tdci titanium,12.10909091
983,hyundai accent gle,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495,94,5,2.5,hyundai,accent,gle,11.28145047
984,bmw 5 series 520d luxury line,Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995,190,5,17.5,bmw,5,series 520d luxury line,70.43
985,maruti alto k10 2010-2014 vxi,Chennai,2011,91211,Petrol,Manual,First,20.92,998,67.1,5,2.1,maruti,alto,k10 2010-2014 vxi,4.53
986,audi q3 2012-2015 2.0 tdi quattro premium plus,Bangalore,2013,84000,Diesel,Automatic,First,15.73,1968,174.33,5,17.75,audi,q3,2012-2015 2.0 tdi quattro premium plus,46.42
987,maruti wagon r lxi duo bsiii,Mumbai,2008,64226,LPG,Manual,First,17.3,1061,57.5,5,1.45,maruti,wagon,r lxi duo bsiii,5.39
988,toyota corolla h4,Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794,125,5,2.45,toyota,corolla,h4,20.97
989,volvo xc60 d5,Pune,2011,106976,Diesel,Automatic,First,13.5,2400,215,5,13.8,volvo,xc60,d5,45.67
990,honda jazz 1.5 vx i dtec,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498,98.6,5,5.85,honda,jazz,1.5 vx i dtec,9.431666667
991,maruti ciaz 1.3 alpha,Delhi,2017,26322,Diesel,Manual,First,28.09,1248,88.5,5,8.9,maruti,ciaz,1.3 alpha,11.04333333
992,maruti swift vxi bsiv,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197,81.8,5,5.15,maruti,swift,vxi bsiv,7.56375
993,mercedes-benz new c-class c 220 cdi avantgarde,Kochi,2015,63983,Diesel,Automatic,First,19.27,2143,170,5,16.56,mercedes-benz,new,c-class c 220 cdi avantgarde,49.49
994,maruti wagon r vxi minor,Chennai,2010,134000,Petrol,Manual,Second,18.9,1061,67,5,1.65,maruti,wagon,r vxi minor,5.39
995,mercedes-benz a class a180 sport,Pune,2015,11000,Petrol,Automatic,First,15.5,1595,120.7,5,16,mercedes-benz,a,class a180 sport,34.63
996,hyundai santro xing gl,Pune,2008,93000,Petrol,Manual,First,0,1086,62,5,1.45,hyundai,santro,xing gl,11.28145047
998,hyundai grand i10 at asta,Pune,2014,37632,Petrol,Automatic,First,18.9,1197,82,5,4.5,hyundai,grand,i10 at asta,7.2952
999,nissan sunny 2011-2014 xv special edition,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498,97.7,5,4.3,nissan,sunny,2011-2014 xv special edition,11.33
1000,maruti a-star lxi,Hyderabad,2010,81448,Petrol,Manual,First,19,998,66.1,5,2.6,maruti,a-star,lxi,7.55626867
1001,renault kwid rxt optional,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799,53.3,5,4.45,renault,kwid,rxt optional,4.8
1002,hyundai verna 1.6 sx vtvt (o) at,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591,121.4,5,5.37,hyundai,verna,1.6 sx vtvt (o) at,14.254
1003,maruti wagon r lxi minor,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061,67,5,1.75,maruti,wagon,r lxi minor,5.39
1004,bmw 3 series 320d sport line,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995,184,5,16.5,bmw,3,series 320d sport line,52.113125
1005,bmw 5 series 2003-2012 520d,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995,177,5,19,bmw,5,series 2003-2012 520d,67.24571429
1006,tata indigo cs evx,Jaipur,2016,65000,Diesel,Manual,First,25,1396,69.01,5,2.8,tata,indigo,cs evx,10.75306548
1007,hyundai i20 sportz 1.4 crdi,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396,88.73,5,6.2,hyundai,i20,sportz 1.4 crdi,9.74
1008,maruti omni e mpi std bs iv,Kochi,2019,11571,Petrol,Manual,First,16.8,796,34.2,8,3.8,maruti,omni,e mpi std bs iv,7.55626867
1009,maruti swift zdi,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248,74,5,6.1,maruti,swift,zdi,7.56375
1010,ford ecosport signature edition diesel,Coimbatore,2019,23154,Diesel,Manual,First,23,1498,98.96,5,11.65,ford,ecosport,signature edition diesel,12.12
1011,honda brio vx at,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198,86.8,5,4.15,honda,brio,vx at,6.8825
1012,toyota innova crysta 2.4 gx mt,Chennai,2017,67489,Diesel,Manual,First,13.68,2393,147.8,7,16.5,toyota,innova,crysta 2.4 gx mt,19.37
1013,mahindra scorpio 2.6 lx,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179,120,8,4.3,mahindra,scorpio,2.6 lx,15.5675283
1014,hyundai i20 1.2 magna,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197,80,5,2.25,hyundai,i20,1.2 magna,9.74
1015,hyundai verna 1.6 sx,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582,126.32,5,6.75,hyundai,verna,1.6 sx,14.254
1016,mahindra xuv500 w6 2wd,Chennai,2014,80000,Diesel,Manual,First,15.1,2179,140,7,9.4,mahindra,xuv500,w6 2wd,18.865
1017,volkswagen vento 1.5 tdi comfortline,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498,108.5,5,5.39,volkswagen,vento,1.5 tdi comfortline,12.14
1019,tata manza aura safire bs iv,Pune,2010,75695,Petrol,Manual,First,13.7,1368,88.8,5,1.85,tata,manza,aura safire bs iv,10.75306548
1020,maruti swift vdi,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248,74,5,2.5,maruti,swift,vdi,7.56375
1021,volkswagen polo diesel highline 1.2l,Chennai,2013,60000,Diesel,Manual,First,22.07,1199,73.9,5,4.75,volkswagen,polo,diesel highline 1.2l,9.71375
1022,honda city 1.5 v mt,Pune,2009,138000,Petrol,Manual,Second,17,1497,118,5,3.5,honda,city,1.5 v mt,14.63571429
1023,hyundai i20 asta (o) 1.4 crdi (diesel),Bangalore,2014,67000,Diesel,Manual,First,23,1396,90,5,5.5,hyundai,i20,asta (o) 1.4 crdi (diesel),9.74
1024,honda city 1.5 v mt,Coimbatore,2012,42750,Petrol,Manual,First,17,1497,118,5,6.33,honda,city,1.5 v mt,14.63571429
1027,tata new safari dicor 2.2 ex 4x2,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179,138.1,7,3.5,tata,new,safari dicor 2.2 ex 4x2,10.75306548
1028,mercedes-benz gl-class 350 cdi blue efficiency,Delhi,2014,85000,Diesel,Automatic,First,11.3,2987,254.8,7,38.75,mercedes-benz,gl-class,350 cdi blue efficiency,63.09554084
1029,bmw 5 series 2003-2012 530d highline,Pune,2008,112500,Diesel,Automatic,First,11.5,2993,235,5,7.99,bmw,5,series 2003-2012 530d highline,67.24571429
1030,toyota fortuner 2.8 4wd mt,Kochi,2013,105072,Diesel,Manual,First,14.24,2755,174.5,7,13.28,toyota,fortuner,2.8 4wd mt,36.69
1031,bmw x1 sdrive 18i,Pune,2012,80000,Petrol,Automatic,First,11.25,1995,150,5,9.5,bmw,x1,sdrive 18i,49.296
1033,hyundai xcent 1.1 crdi s,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120,71,5,6.99,hyundai,xcent,1.1 crdi s,8.274
1034,bmw 3 series 320d,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995,170,5,11,bmw,3,series 320d,52.113125
1035,bmw 5 series 2010-2013 525i,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497,215,5,11,bmw,5,series 2010-2013 525i,67.24571429
1036,nissan micra xe,Pune,2010,85046,Petrol,Manual,Second,18.06,1198,75,5,2.3,nissan,micra,xe,8.59
1037,jaguar xf 2.2 litre luxury,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179,187.7,5,26.5,jaguar,xf,2.2 litre luxury,72.64
1038,land rover range rover tdv8 (diesel),Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367,308,7,67,land,rover,range rover tdv8 (diesel),104.102
1039,jeep compass 1.4 limited option,Mumbai,2017,4000,Petrol,Automatic,First,16,1368,160,5,17.75,jeep,compass,1.4 limited option,23.68
1040,honda cr-v 2.4 at,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354,152,5,4.8,honda,cr-v,2.4 at,11.79582001
1041,maruti swift vxi,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197,85.8,5,4.57,maruti,swift,vxi,7.56375
1042,hyundai xcent 1.1 crdi s,Chennai,2016,80000,Diesel,Manual,First,24.4,1120,71,5,3.5,hyundai,xcent,1.1 crdi s,8.274
1043,nissan terrano xv premium 110 ps,Kochi,2015,43190,Diesel,Manual,First,19.01,1461,108.5,5,7.61,nissan,terrano,xv premium 110 ps,15.855
1044,audi a4 35 tdi technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968,187.74,5,25,audi,a4,35 tdi technology,55.61
1045,hyundai grand i10 asta option,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197,82,5,5.88,hyundai,grand,i10 asta option,7.2952
1046,toyota innova 2.5 g (diesel) 8 seater,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494,100.6,8,13.5,toyota,innova,2.5 g (diesel) 8 seater,23.61366667
1047,hyundai i20 1.2 magna,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197,80,5,4.6,hyundai,i20,1.2 magna,9.74
1048,ford ecosport 1.5 tdci titanium,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498,98.59,5,4.9,ford,ecosport,1.5 tdci titanium,12.10909091
1049,honda city 1.5 s mt,Hyderabad,2012,67635,Petrol,Manual,First,17,1497,118,5,5.25,honda,city,1.5 s mt,14.63571429
1050,ford ecosport 1.5 petrol titanium plus at,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497,121.36,5,12.41,ford,ecosport,1.5 petrol titanium plus at,14.1
1051,volkswagen polo diesel highline 1.2l,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199,73.9,5,3.8,volkswagen,polo,diesel highline 1.2l,9.71375
1052,mercedes-benz new c-class c 220 cdi avantgarde,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143,170,5,8.95,mercedes-benz,new,c-class c 220 cdi avantgarde,49.49
1053,ford ecosport 1.5 dv5 mt titanium,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498,89.84,5,7.2,ford,ecosport,1.5 dv5 mt titanium,12.10909091
1054,tata indigo gle,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396,65,5,4.5,tata,indigo,gle,10.75306548
1055,maruti swift dzire ldi,Delhi,2014,68462,Diesel,Manual,First,26.59,1248,74,5,4.15,maruti,swift,dzire ldi,7.56375
1056,maruti s-cross zeta ddis 200 sh,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248,88.5,5,7.94,maruti,s-cross,zeta ddis 200 sh,13.26
1057,renault duster 110ps diesel rxz pack,Pune,2014,90000,Diesel,Manual,First,19.01,1461,108.45,5,7.25,renault,duster,110ps diesel rxz pack,13.87
1058,maruti wagon r vxi,Delhi,2016,22000,Petrol,Manual,First,18.9,998,67.1,5,3.7,maruti,wagon,r vxi,5.39
1059,hyundai santro xing gl,Hyderabad,2010,58163,Petrol,Manual,First,0,1086,62,5,2.45,hyundai,santro,xing gl,11.28145047
1061,mahindra xuv500 w4 1.99 mhawk,Delhi,2017,13363,Diesel,Manual,First,16,1997,140,7,12,mahindra,xuv500,w4 1.99 mhawk,18.865
1062,hyundai i10 era 1.1,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086,68.05,5,2.2,hyundai,i10,era 1.1,11.28145047
1063,tata new safari dicor 2.2 ex 4x4,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179,138,7,3.6,tata,new,safari dicor 2.2 ex 4x4,10.75306548
1064,hyundai i10 sportz,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197,78.9,5,1.92,hyundai,i10,sportz,11.28145047
1065,toyota innova crysta 2.8 zx at,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755,171.5,7,20.5,toyota,innova,crysta 2.8 zx at,28.05
1066,skoda laura elegance mt,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896,106,5,4.25,skoda,laura,elegance mt,25.2041791
1067,hyundai grand i10 sportz,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197,82,5,3.2,hyundai,grand,i10 sportz,7.2952
1068,toyota etios liva gd,Pune,2012,225000,Diesel,Manual,Second,23.59,1364,130.0291489,5,2.6,toyota,etios,liva gd,7.432
1069,maruti swift dzire vdi,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248,74,5,3.85,maruti,swift,dzire vdi,7.56375
1070,hyundai i20 asta 1.4 crdi (diesel),Kochi,2010,93401,Diesel,Manual,First,23,1396,90,5,3.48,hyundai,i20,asta 1.4 crdi (diesel),9.74
1071,ford figo 2015-2019 1.5d trend mt,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498,99,5,4.55,ford,figo,2015-2019 1.5d trend mt,7.65
1072,maruti ertiga vdi,Pune,2016,130000,Diesel,Manual,First,25.47,1248,88.5,7,7,maruti,ertiga,vdi,11.27
1073,maruti ertiga zdi,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248,88.8,7,5.75,maruti,ertiga,zdi,11.61857143
1074,honda city 1.5 v at sunroof,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497,116.3,5,8.73,honda,city,1.5 v at sunroof,14.63571429
1075,maruti alto lxi bsiii,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,1.7,maruti,alto,lxi bsiii,4.53
1076,ford endeavour 3.2 titanium at 4x4,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198,197,7,29.5,ford,endeavour,3.2 titanium at 4x4,35.29
1077,maruti vitara brezza zdi plus,Kochi,2019,34688,Diesel,Manual,First,24.3,1248,88.5,5,10.49,maruti,vitara,brezza zdi plus,11.2
1078,porsche boxster s tiptronic,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706,265,2,64,porsche,boxster,s tiptronic,136
1079,maruti swift zdi,Pune,2016,58000,Diesel,Manual,First,22.9,1248,74,5,7.55,maruti,swift,zdi,7.56375
1080,tata zest revotron 1.2 xt,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193,88.7,5,3.95,tata,zest,revotron 1.2 xt,8.56
1081,hyundai i20 1.2 sportz option,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17,1197,80,5,3.25,hyundai,i20,1.2 sportz option,9.74
1082,skoda fabia 1.4 tdi active,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422,70,5,2.75,skoda,fabia,1.4 tdi active,25.2041791
1083,toyota corolla altis d-4d j,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364,87.2,5,7.35,toyota,corolla,altis d-4d j,20.97
1084,volkswagen ameo 1.2 mpi comfortline,Ahmedabad,2017,55000,Petrol,Manual,First,17,1198,73.75,5,4.7,volkswagen,ameo,1.2 mpi comfortline,9.262
1085,hyundai creta 1.6 vtvt s,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591,121.3,5,8.77,hyundai,creta,1.6 vtvt s,15.19333333
1086,hyundai i10 magna 1.2,Kochi,2013,46821,Petrol,Manual,First,20.36,1197,78.9,5,3.42,hyundai,i10,magna 1.2,11.28145047
1088,jaguar xf 3.0 litre s premium luxury,Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993,270.9,5,20,jaguar,xf,3.0 litre s premium luxury,72.64
1089,nissan terrano xl,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598,102.5,5,5.25,nissan,terrano,xl,15.855
1090,audi q3 2012-2015 2.0 tdi quattro premium plus,Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968,174.33,5,14.5,audi,q3,2012-2015 2.0 tdi quattro premium plus,46.42
1091,hyundai i10 asta at,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197,78.9,5,3.45,hyundai,i10,asta at,11.28145047
1092,maruti alto k10 vxi ags,Pune,2015,73204,Petrol,Automatic,First,24.07,998,67.1,5,3.3,maruti,alto,k10 vxi ags,4.53
1093,audi q7 4.2 tdi quattro technology,Bangalore,2014,50000,Diesel,Automatic,First,11.33,4134,335.2,7,51,audi,q7,4.2 tdi quattro technology,99.79333333
1094,maruti vitara brezza vdi,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248,88.5,5,6.5,maruti,vitara,brezza vdi,9.46
1095,hyundai eon d lite plus,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814,55.2,5,3.65,hyundai,eon,d lite plus,11.28145047
1096,mahindra xuv300 w8 diesel,Chennai,2012,97000,Diesel,Manual,First,20,1497,115,5,7.25,mahindra,xuv300,w8 diesel,12.79
1097,hyundai verna crdi 1.6 sx option,Kochi,2014,89614,Diesel,Manual,First,22,1582,126.2,5,6.01,hyundai,verna,crdi 1.6 sx option,15.57
1098,maruti wagon r vxi,Kolkata,2015,14000,Petrol,Manual,First,18.9,998,67.1,5,2.8,maruti,wagon,r vxi,5.39
1099,hyundai i20 sportz option,Chennai,2012,50000,Petrol,Manual,First,17,1197,80,5,4,hyundai,i20,sportz option,9.74
1100,honda city i vtec v,Delhi,2014,62505,Petrol,Manual,First,17.4,1497,117.3,5,5.95,honda,city,i vtec v,14.63571429
1101,toyota innova 2.5 v diesel 7-seater,Chennai,2011,248000,Diesel,Manual,Second,12.8,2494,102,7,9.2,toyota,innova,2.5 v diesel 7-seater,23.61366667
1102,hyundai verna crdi sx,Pune,2012,94900,Diesel,Manual,First,16.8,1493,110,5,5.35,hyundai,verna,crdi sx,14.254
1103,tata hexa xt,Delhi,2017,55000,Diesel,Manual,First,17.6,2179,153.86,7,12,tata,hexa,xt,19.86
1104,audi q7 3.0 tdi quattro premium plus,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967,241.4,7,38.94,audi,q7,3.0 tdi quattro premium plus,99.79333333
1105,maruti wagon r vxi,Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998,67.1,5,2.69,maruti,wagon,r vxi,5.39
1106,bmw 5 series 2013-2017 525d luxury line,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995,218,5,27.5,bmw,5,series 2013-2017 525d luxury line,67.24571429
1107,honda amaze ex i-vtech,Kolkata,2014,48000,Petrol,Manual,First,18,1198,86.7,5,2.75,honda,amaze,ex i-vtech,8.662857143
1108,maruti alto 800 2016-2019 lxi,Mumbai,2016,24000,Petrol,Manual,First,24.7,796,47.3,5,2.8,maruti,alto,800 2016-2019 lxi,4.53
1109,hyundai verna 1.6 sx vtvt,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591,121.3,5,6.45,hyundai,verna,1.6 sx vtvt,14.254
1110,tata tiago 1.2 revotron xz,Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199,84,5,5.88,tata,tiago,1.2 revotron xz,6.59
1111,maruti swift lxi,Pune,2013,32953,Petrol,Manual,First,18.6,1197,85.8,5,4.65,maruti,swift,lxi,7.56375
1112,hyundai eon era,Jaipur,2014,18000,Petrol,Manual,First,21.1,814,55.2,5,2.5,hyundai,eon,era,11.28145047
1113,mercedes-benz e-class e 220 d,Kochi,2018,20446,Petrol,Automatic,First,12.6,1950,191.34,5,51.35,mercedes-benz,e-class,e 220 d,86.97
1114,hyundai i20 magna 1.4 crdi,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396,88.73,5,6.85,hyundai,i20,magna 1.4 crdi,9.74
1115,toyota etios vd,Chennai,2012,48000,Diesel,Manual,First,23.59,1364,67.05,5,5.25,toyota,etios,vd,7.432
1116,toyota corolla altis diesel d4dg,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364,87.2,5,9.23,toyota,corolla,altis diesel d4dg,20.97
1117,mini cooper 5 door d,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496,113.98,5,22,mini,cooper,5 door d,42.12
1118,volkswagen polo 1.5 tdi highline,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498,88.8,5,5.19,volkswagen,polo,1.5 tdi highline,9.71375
1119,skoda superb elegance 1.8 tsi at,Pune,2009,108000,Petrol,Automatic,First,13.7,1798,157.75,5,4.35,skoda,superb,elegance 1.8 tsi at,34.36333333
1120,mercedes-benz e-class 2009-2013 e 220 cdi avantgarde,Hyderabad,2013,34700,Diesel,Automatic,First,10,2148,170,5,24.5,mercedes-benz,e-class,2009-2013 e 220 cdi avantgarde,82.61833333
1121,maruti swift vdi bsiii w/ abs,Pune,2015,79000,Diesel,Manual,First,17.8,1248,75,5,5.75,maruti,swift,vdi bsiii w/ abs,7.56375
1122,honda city i vtec cvt vx,Kochi,2016,58197,Petrol,Automatic,First,18,1497,117.3,5,9.19,honda,city,i vtec cvt vx,14.63571429
1123,bmw 7 series 2007-2012 740li,Pune,2008,66000,Petrol,Automatic,Second,8.45,2979,321,5,10.75,bmw,7,series 2007-2012 740li,153
1124,hyundai i10 magna at,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197,80,5,2.99,hyundai,i10,magna at,11.28145047
1125,maruti swift dzire vdi,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248,74,5,3.89,maruti,swift,dzire vdi,7.56375
1126,honda city i dtec vx,Coimbatore,2018,45555,Diesel,Manual,First,26,1498,98.6,5,11.73,honda,city,i dtec vx,14.63571429
1127,maruti omni 8 seater bsiv,Coimbatore,2016,55137,Petrol,Manual,First,14,796,35,5,3.11,maruti,omni,8 seater bsiv,7.55626867
1128,skoda superb 2009-2014 elegance 2.0 tdi mt,Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968,138.1,5,14.45,skoda,superb,2009-2014 elegance 2.0 tdi mt,34.36333333
1129,maruti ertiga shvs vdi,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248,88.5,7,8.7,maruti,ertiga,shvs vdi,11.61857143
1130,hyundai grand i10 crdi magna,Kochi,2016,57738,Diesel,Manual,First,24,1120,70,5,5.04,hyundai,grand,i10 crdi magna,7.2952
1131,maruti ciaz vdi plus shvs,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248,88.5,5,8.5,maruti,ciaz,vdi plus shvs,11.04333333
1132,mercedes-benz new c-class c 220 cdi avantgarde,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143,170,5,15.65,mercedes-benz,new,c-class c 220 cdi avantgarde,49.49
